Player,Season,Club,Goals,Assists,Goal_Contribution,Shot_Accuracy,Defensive_Contribution,Minutes_Per_Appearance,Discipline_Score,Age,Position,Market_Value_EUR
Granit Xhaka,2020-2021,Arsenal,1.0,1.0,2.0,33.33333333333333,135.0,81.35483870967742,10.0,27,"MF,DF",21500000
Hector Bellerin,2020-2021,Arsenal,0.0,2.0,2.0,33.81962864721485,121.0,83.56,8.0,25,"DF,MF",29000000
Kieran Tierney,2020-2021,Arsenal,1.0,3.0,4.0,20.345744680851062,137.0,85.14814814814815,4.0,23,DF,30000000
Mohamed Elneny,2020-2021,Arsenal,1.0,0.0,1.0,23.042505592841163,69.0,67.1304347826087,3.0,28,MF,7500000
Nicolas Pepe,2020-2021,Arsenal,10.0,1.0,11.0,40.458015267175576,67.0,55.72413793103448,4.0,25,FW,40500000
Pablo Mari,2020-2021,Arsenal,0.0,0.0,0.0,0.0,62.0,90.0,2.0,26,DF,6500000
Pierre-Emerick Aubameyang,2020-2021,Arsenal,10.0,3.0,13.0,34.4381715534511,54.0,80.41379310344827,2.0,31,FW,67500000
Rob Holding,2020-2021,Arsenal,0.0,1.0,1.0,14.295977011494257,224.0,85.26666666666667,2.0,24,DF,10500000
Willian,2020-2021,Arsenal,0.0,4.0,4.0,14.822233350025035,42.0,56.24,0.0,31,FW,25000000
Ahmed Elmohamady,2020-2021,Aston Villa,0.0,0.0,0.0,11.30820399113082,66.0,59.92857142857143,2.0,32,DF,1300000
Anwar El Ghazi,2020-2021,Aston Villa,10.0,0.0,10.0,43.29553035356904,44.0,57.60714285714285,2.0,25,FW,7500000
Bertrand Traore,2020-2021,Aston Villa,6.0,5.0,11.0,35.739959368651355,78.0,64.36111111111111,1.0,24,FW,10000000
Conor Hourihane,2020-2021,Aston Villa,1.0,1.0,2.0,40.0,5.0,56.25,0.0,29,MF,5500000
Douglas Luiz,2020-2021,Aston Villa,0.0,1.0,1.0,30.932203389830505,188.0,84.27272727272727,13.0,22,MF,12000000
Emiliano Martinez,2020-2021,Aston Villa,0.0,0.0,0.0,0.0,15.0,90.0,1.0,27,GK,14000000
Ezri Konsa,2020-2021,Aston Villa,2.0,0.0,2.0,32.258064516129025,269.0,88.77777777777777,3.0,22,DF,4300000
Jack Grealish,2020-2021,Aston Villa,6.0,9.0,15.0,33.9792249300839,68.0,84.03846153846153,6.0,24,"FW,MF",29000000
Jacob Ramsey,2020-2021,Aston Villa,0.0,0.0,0.0,8.860759493670885,32.0,28.454545454545453,0.0,19,MF,350000
John McGinn,2020-2021,Aston Villa,2.0,5.0,7.0,24.59016393442623,165.0,90.0,12.0,25,MF,11000000
Keinan Davis,2020-2021,Aston Villa,0.0,0.0,0.0,22.320441988950275,5.0,18.466666666666665,0.0,22,"FW,MF",2700000
Kortney Hause,2020-2021,Aston Villa,0.0,0.0,0.0,19.71830985915493,69.0,90.0,2.0,25,DF,3400000
Marvelous Nakamba,2020-2021,Aston Villa,0.0,0.0,0.0,50.25125628140703,64.0,57.61538461538461,3.0,26,MF,6500000
Matt Targett,2020-2021,Aston Villa,0.0,1.0,1.0,31.239669421487605,280.0,89.57894736842105,7.0,24,DF,10500000
Matty Cash,2020-2021,Aston Villa,0.0,2.0,2.0,23.496659242761687,276.0,84.71428571428571,11.0,22,DF,11000000
Ollie Watkins,2020-2021,Aston Villa,14.0,5.0,19.0,45.13618677042802,81.0,89.94594594594595,7.0,24,FW,11500000
Ross Barkley,2020-2021,Aston Villa,3.0,1.0,4.0,29.1645310097386,26.77,60.5,0.0,26,MF,18000000
Trezeguet,2020-2021,Aston Villa,1.0,1.0,2.0,34.44444444444444,82.0,55.523809523809526,0.0,25,FW,7500000
Tyrone Mings,2020-2021,Aston Villa,2.0,2.0,4.0,37.03703703703703,304.0,88.72222222222223,9.0,27,DF,6500000
Aaron Connolly,2020-2021,Brighton,2.0,0.0,2.0,34.735472679965305,12.0,46.52941176470589,0.0,20,FW,3200000
Adam Lallana,2020-2021,Brighton,1.0,1.0,2.0,22.596810933940777,74.0,53.2,0.0,32,"MF,FW",8500000
Adam Webster,2020-2021,Brighton,0.0,0.0,0.0,27.573822825219477,197.0,89.44827586206897,4.0,25,DF,7000000
Alexis Mac Allister,2020-2021,Brighton,0.0,0.0,0.0,12.385702410640068,64.0,53.095238095238095,1.0,21,"MF,FW",12500000
Alireza Jahanbakhsh,2020-2021,Brighton,0.0,1.0,1.0,16.620651573716177,26.0,25.142857142857142,3.0,26,"FW,MF",4600000
Ben White,2020-2021,Brighton,0.0,0.0,0.0,10.663983903420524,213.0,88.63888888888889,8.0,22,"DF,MF",12000000
Bernardo,2020-2021,Brighton,0.0,0.0,0.0,0.0,14.0,68.66666666666667,0.0,25,"DF,MF",5000000
Dan Burn,2020-2021,Brighton,0.0,0.0,0.0,35.10324483775811,186.0,76.33333333333333,5.0,28,DF,5500000
Davy Propper,2020-2021,Brighton,0.0,0.0,0.0,50.24630541871922,10.0,30.428571428571427,0.0,28,MF,7500000
Joel Veltman,2020-2021,Brighton,1.0,1.0,2.0,29.094827586206897,188.0,81.46428571428571,3.0,28,DF,9000000
Leandro Trossard,2020-2021,Brighton,4.0,4.0,8.0,39.5,100.0,74.48571428571428,2.0,25,"MF,FW",18500000
Lewis Dunk,2020-2021,Brighton,4.0,0.0,4.0,43.8810641627543,197.0,88.81818181818181,11.0,28,DF,14000000
Mathew Ryan,2020-2021,Brighton,0.0,0.0,0.0,0.0,6.359999999999999,90.0,1.27,28,GK,18000000
Neal Maupay,2020-2021,Brighton,8.0,1.0,9.0,32.91517323775388,59.0,76.12121212121212,4.0,23,"FW,MF",15500000
Pascal Groß,2020-2021,Brighton,3.0,8.0,11.0,13.845050215208037,111.0,73.05882352941177,3.0,29,"MF,DF",10500000
Robert Sanchez,2020-2021,Brighton,0.0,0.0,0.0,0.0,14.0,90.0,2.0,22,GK,1100000
Solly March,2020-2021,Brighton,2.0,0.0,2.0,18.633257403189067,131.0,79.61904761904762,0.0,26,"DF,MF",6500000
Steven Alzate,2020-2021,Brighton,1.0,0.0,1.0,28.57142857142857,43.0,59.73333333333333,2.0,21,MF,2700000
Tariq Lamptey,2020-2021,Brighton,0.0,0.0,0.0,32.775919732441466,56.0,80.54545454545455,7.0,19,"DF,MF",2100000
Yves Bissouma,2020-2021,Brighton,1.0,0.0,1.0,7.367922293295427,277.0,86.41666666666667,11.0,23,MF,8500000
Ashley Barnes,2020-2021,Burnley,2.0,0.0,2.0,32.40540540540541,42.0,60.5,4.0,30,FW,10500000
Ashley Westwood,2020-2021,Burnley,3.0,3.0,6.0,33.947237431557994,126.0,89.73684210526316,7.0,30,MF,12000000
Bailey Peacock-Farrell,2020-2021,Burnley,0.0,0.0,0.0,0.0,0.0,90.0,0.0,23,GK,2700000
Ben Mee,2020-2021,Burnley,2.0,0.0,2.0,27.02214188883869,277.0,89.76666666666667,3.0,30,DF,14500000
Charlie Taylor,2020-2021,Burnley,0.0,1.0,1.0,63.636363636363626,200.0,83.65517241379311,1.0,26,DF,11500000
Chris Wood,2020-2021,Burnley,11.0,3.0,14.0,54.24875036753895,48.0,83.06060606060606,0.0,28,FW,14500000
Dale Stephens,2020-2021,Burnley,0.0,0.0,0.0,0.0,24.0,37.285714285714285,1.0,31,MF,4600000
Dwight McNeil,2020-2021,Burnley,2.0,5.0,7.0,34.22067901234567,155.0,85.25,1.0,20,MF,31000000
Erik Pieters,2020-2021,Burnley,0.0,0.0,0.0,74.9367088607595,106.0,63.3,1.0,31,"DF,MF",3100000
Jack Cork,2020-2021,Burnley,0.0,0.0,0.0,0.0,77.0,84.375,2.0,31,MF,7500000
James Tarkowski,2020-2021,Burnley,1.0,0.0,1.0,22.950819672131143,327.0,90.0,6.0,27,DF,21000000
Jay Rodriguez,2020-2021,Burnley,0.0,1.0,1.0,28.947368421052637,59.0,40.80645161290322,3.0,31,FW,7500000
Jimmy Dunne,2020-2021,Burnley,0.0,0.0,0.0,14.163090128755366,28.0,90.0,1.0,22,DF,1500000
Johann Berg Guðmundsson,2020-2021,Burnley,1.0,0.0,1.0,42.37288135593221,66.0,61.95454545454545,2.0,29,MF,10500000
Josh Benson,2020-2021,Burnley,0.0,0.0,0.0,0.0,13.0,44.0,0.0,20,MF,900000
Josh Brownhill,2020-2021,Burnley,0.0,0.0,0.0,20.19343493552169,186.0,85.24242424242425,2.0,24,MF,3700000
Kevin Long,2020-2021,Burnley,0.0,0.0,0.0,0.0,52.0,79.625,2.0,29,DF,1600000
Matej Vydra,2020-2021,Burnley,3.0,1.0,4.0,25.657894736842103,28.0,48.96428571428572,0.0,28,FW,3100000
Matthew Lowton,2020-2021,Burnley,1.0,1.0,2.0,19.35483870967742,237.0,90.0,5.0,31,DF,4100000
Nick Pope,2020-2021,Burnley,0.0,0.0,0.0,0.0,32.0,90.0,1.0,28,GK,24000000
Phil Bardsley,2020-2021,Burnley,0.0,0.0,0.0,0.0,27.0,68.5,2.0,35,DF,925000
Robbie Brady,2020-2021,Burnley,1.0,1.0,2.0,31.37866500311915,76.0,55.36842105263158,3.0,28,MF,5500000
Will Norris,2020-2021,Burnley,0.0,0.0,0.0,0.0,0.0,90.0,0.0,26,GK,675000
Andreas Christensen,2020-2021,Chelsea,0.0,0.0,0.0,0.0,101.0,80.6470588235294,5.0,24,DF,24000000
Antonio Rudiger,2020-2021,Chelsea,0.0,0.0,0.0,43.24324324324324,117.0,90.0,0.0,27,DF,27500000
Ben Chilwell,2020-2021,Chelsea,3.0,5.0,8.0,36.81277860326894,152.0,84.66666666666667,3.0,23,DF,34500000
Billy Gilmour,2020-2021,Chelsea,0.0,0.0,0.0,0.0,11.0,52.2,0.0,19,MF,4400000
Callum Hudson-Odoi,2020-2021,Chelsea,2.0,2.0,4.0,26.162538026944805,50.0,46.04347826086956,0.0,19,"FW,DF",10000000
Cesar Azpilicueta,2020-2021,Chelsea,0.0,1.0,1.0,35.55758683729434,173.0,84.15384615384616,8.0,30,DF,36500000
Christian Pulisic,2020-2021,Chelsea,4.0,1.0,5.0,37.22118959107807,65.0,64.37037037037037,2.0,21,"FW,MF",41500000
Hakim Ziyech,2020-2021,Chelsea,1.0,2.0,3.0,34.2007434944238,35.0,50.95652173913044,3.0,27,"MF,FW",62000000
Jorginho,2020-2021,Chelsea,6.0,0.0,6.0,0.0,151.0,71.78571428571429,2.0,28,MF,36500000
Kai Havertz,2020-2021,Chelsea,4.0,3.0,7.0,48.69538834951456,69.0,56.2962962962963,2.0,21,"MF,FW",121000000
Kepa Arrizabalaga,2020-2021,Chelsea,0.0,0.0,0.0,0.0,0.0,83.57142857142857,1.0,25,GK,33500000
Kurt Zouma,2020-2021,Chelsea,4.0,0.0,4.0,44.14814814814815,150.0,84.54166666666667,3.0,25,DF,25000000
Marcos Alonso,2020-2021,Chelsea,2.0,0.0,2.0,40.789473684210535,67.0,73.84615384615384,2.0,29,DF,22500000
Mason Mount,2020-2021,Chelsea,6.0,5.0,11.0,30.9556187415008,160.0,80.27777777777777,2.0,21,MF,43000000
Mateo Kovacic,2020-2021,Chelsea,0.0,1.0,1.0,17.542336083369516,90.0,67.22222222222223,4.0,26,MF,47000000
N'Golo Kante,2020-2021,Chelsea,0.0,1.0,1.0,30.9,214.0,71.53333333333333,7.0,29,MF,78000000
Olivier Giroud,2020-2021,Chelsea,3.0,0.0,3.0,34.38039351052814,23.0,44.0,1.0,33,FW,11000000
Reece James,2020-2021,Chelsea,1.0,2.0,3.0,32.56018790369935,160.0,74.15625,3.0,20,DF,22000000
Tammy Abraham,2020-2021,Chelsea,6.0,1.0,7.0,40.80298786181139,35.0,47.27272727272727,0.0,22,FW,29000000
Thiago Silva,2020-2021,Chelsea,1.0,0.0,1.0,31.627906976744185,160.0,84.1304347826087,8.0,35,DF,14500000
Timo Werner,2020-2021,Chelsea,6.0,8.0,14.0,39.18884664131813,59.0,74.34285714285714,2.0,24,"FW,MF",74500000
Andros Townsend,2020-2021,Crystal Palace,1.0,5.0,6.0,30.760657564781276,186.0,66.41176470588235,0.0,29,"MF,FW",10500000
Cheikhou Kouyate,2020-2021,Crystal Palace,1.0,0.0,1.0,29.971181556195965,257.0,86.69444444444444,4.0,30,DF,9000000
Christian Benteke,2020-2021,Crystal Palace,10.0,1.0,11.0,46.59634317862167,75.0,60.53333333333333,6.0,29,FW,2300000
Eberechi Eze,2020-2021,Crystal Palace,3.0,5.0,8.0,35.37378114842903,79.0,75.26470588235294,3.0,22,MF,12500000
Gary Cahill,2020-2021,Crystal Palace,1.0,1.0,2.0,27.27272727272727,141.0,90.0,3.0,34,DF,3400000
Jairo Riedewald,2020-2021,Crystal Palace,2.0,0.0,2.0,25.0,127.0,55.15151515151515,4.0,23,MF,2300000
James McArthur,2020-2021,Crystal Palace,0.0,1.0,1.0,0.0,139.0,81.44444444444444,3.0,32,MF,4400000
James McCarthy,2020-2021,Crystal Palace,0.0,0.0,0.0,0.0,51.0,51.3125,1.0,29,MF,6500000
James Tomkins,2020-2021,Crystal Palace,0.0,0.0,0.0,48.75621890547264,57.0,69.125,1.0,31,DF,5000000
Jeffrey Schlupp,2020-2021,Crystal Palace,2.0,3.0,5.0,55.75959933222037,91.0,52.888888888888886,3.0,27,MF,4500000
Joel Ward,2020-2021,Crystal Palace,0.0,1.0,1.0,49.75124378109454,198.0,86.76923076923077,5.0,30,DF,6500000
Jordan Ayew,2020-2021,Crystal Palace,0.0,3.0,3.0,41.95402298850574,94.0,63.51515151515152,4.0,28,"FW,MF",11000000
Luka Milivojevic,2020-2021,Crystal Palace,1.0,1.0,2.0,29.24251321197886,176.0,76.09677419354838,11.0,29,MF,15000000
Mamadou Sakho,2020-2021,Crystal Palace,0.0,0.0,0.0,0.0,20.0,69.0,0.0,30,DF,6000000
Michy Batshuayi,2020-2021,Crystal Palace,2.0,0.0,2.0,49.9582985821518,19.0,40.44444444444444,0.0,26,FW,18500000
Patrick van Aanholt,2020-2021,Crystal Palace,0.0,0.0,0.0,27.44004461795873,123.0,80.77272727272727,2.0,29,DF,9500000
Scott Dann,2020-2021,Crystal Palace,1.0,0.0,1.0,25.92592592592593,99.0,90.0,1.0,33,DF,1500000
Tyrick Mitchell,2020-2021,Crystal Palace,0.0,0.0,0.0,100.0,176.0,90.0,1.0,20,DF,1300000
Vicente Guaita,2020-2021,Crystal Palace,0.0,0.0,0.0,0.0,13.0,90.0,2.0,33,GK,7000000
Wilfried Zaha,2020-2021,Crystal Palace,11.0,2.0,13.0,31.0,60.0,87.06666666666666,6.0,27,FW,38500000
Abdoulaye Doucoure,2020-2021,Everton,1.0,2.0,3.0,27.277808831749574,146.0,84.24137931034483,6.0,27,MF,15000000
Alex Iwobi,2020-2021,Everton,1.0,2.0,3.0,20.46511627906977,77.0,51.4,0.0,24,"FW,MF",15000000
Allan,2020-2021,Everton,0.0,0.0,0.0,28.99575671852899,155.0,85.45833333333333,6.0,29,MF,35500000
Andre Gomes,2020-2021,Everton,0.0,1.0,1.0,21.26436781609195,76.0,56.07142857142857,3.0,27,MF,20500000
Bernard,2020-2021,Everton,1.0,0.0,1.0,33.60790774299835,27.0,37.91666666666666,2.0,27,"MF,FW",15000000
Dominic Calvert-Lewin,2020-2021,Everton,15.0,0.0,15.0,55.38943814805884,78.0,87.0,3.0,23,FW,27000000
Fabian Delph,2020-2021,Everton,0.0,0.0,0.0,0.0,19.0,33.25,1.0,30,"MF,DF",9000000
Gylfi Sigurðsson,2020-2021,Everton,6.0,5.0,11.0,28.88888888888889,116.0,62.583333333333336,2.0,30,"MF,FW",17000000
James Rodriguez,2020-2021,Everton,6.0,3.0,9.0,48.67710583153348,63.0,76.69565217391305,4.0,29,"FW,MF",30500000
Jordan Pickford,2020-2021,Everton,0.0,0.0,0.0,0.0,21.0,88.45161290322581,1.0,26,GK,26000000
Lucas Digne,2020-2021,Everton,0.0,6.0,6.0,0.0,223.0,89.36666666666666,5.0,27,"DF,MF",45500000
Mason Holgate,2020-2021,Everton,1.0,0.0,1.0,60.03937007874015,218.0,81.67857142857143,9.0,23,DF,13500000
Michael Keane,2020-2021,Everton,2.0,1.0,3.0,37.51568381430364,286.0,85.45714285714286,4.0,27,DF,14000000
Richarlison,2020-2021,Everton,7.0,2.0,9.0,38.881956575992014,128.0,84.1470588235294,7.0,23,FW,52000000
Seamus Coleman,2020-2021,Everton,0.0,3.0,3.0,32.86071726438699,111.0,64.52,0.0,31,"DF,MF",12500000
Tom Davies,2020-2021,Everton,0.0,0.0,0.0,0.0,101.0,56.92,3.0,22,MF,8500000
Yerry Mina,2020-2021,Everton,1.0,0.0,1.0,24.02826855123675,185.0,80.70833333333333,2.0,25,DF,15500000
Aleksandar Mitrovic,2020-2021,Fulham,2.0,2.0,4.0,33.32749562171629,30.0,51.92592592592592,3.0,25,FW,14000000
Alphonse Areola,2020-2021,Fulham,0.0,0.0,0.0,0.0,15.0,90.0,2.0,27,GK,32000000
Andre-Frank Zambo Anguissa,2020-2021,Fulham,0.0,2.0,2.0,23.737821080602306,186.0,71.86111111111111,6.0,24,MF,16500000
Antonee Robinson,2020-2021,Fulham,0.0,0.0,0.0,40.47619047619048,171.0,77.21428571428571,7.0,22,DF,6500000
Bobby De Cordova-Reid,2020-2021,Fulham,5.0,2.0,7.0,23.253082795067527,110.0,71.87878787878788,7.0,27,"MF,FW",2700000
Denis Odoi,2020-2021,Fulham,0.0,0.0,0.0,49.25373134328358,16.0,90.0,1.0,32,DF,1300000
Fabio Carvalho,2020-2021,Fulham,0.0,0.0,0.0,55.39325842696629,13.0,63.75,0.0,17,"MF,FW",525000
Harrison Reed,2020-2021,Fulham,0.0,2.0,2.0,30.76923076923077,178.0,72.48387096774194,5.0,25,MF,4300000
Ivan Cavaleiro,2020-2021,Fulham,3.0,0.0,3.0,33.547671840354774,81.0,68.66666666666667,2.0,26,FW,6500000
Joe Bryan,2020-2021,Fulham,0.0,0.0,0.0,25.03128911138924,53.0,41.8125,2.0,26,"DF,MF",4500000
Josh Onomah,2020-2021,Fulham,0.0,0.0,0.0,16.694214876033058,18.0,34.0,1.0,23,MF,2300000
Kenny Tete,2020-2021,Fulham,0.0,1.0,1.0,13.92757660167131,139.67000000000002,65.26086956521739,3.04,24,"DF,MF",14000000
Marek Rodak,2020-2021,Fulham,0.0,0.0,0.0,0.0,0.0,90.0,0.0,23,GK,7000000
Mario Lemina,2020-2021,Fulham,0.0,0.0,0.0,11.005291005291006,139.0,60.82142857142857,5.0,26,MF,12500000
Michael Hector,2020-2021,Fulham,0.0,0.0,0.0,0.0,13.0,65.75,2.0,28,DF,2500000
Ola Aina,2020-2021,Fulham,2.0,0.0,2.0,29.7627606038821,198.0,85.93548387096774,3.0,23,DF,6000000
Ruben Loftus-Cheek,2020-2021,Fulham,1.0,0.0,1.0,23.021582733812952,72.31,63.516129032258064,3.1,24,"MF,FW",22000000
Tim Ream,2020-2021,Fulham,0.0,0.0,0.0,0.0,52.0,90.0,0.0,32,DF,1000000
Tom Cairney,2020-2021,Fulham,1.0,1.0,2.0,33.10980720871753,18.0,75.9,2.0,29,MF,7500000
Adrian,2020-2021,Liverpool,0.0,0.0,0.0,0.0,3.0,90.0,0.0,33,GK,2400000
Alex Oxlade-Chamberlain,2020-2021,Liverpool,1.0,1.0,2.0,49.87468671679198,7.0,19.46153846153846,0.0,26,"MF,FW",20500000
Alisson,2020-2021,Liverpool,0.0,0.0,0.0,100.0,31.0,90.0,1.0,27,GK,102000000
Andrew Robertson,2020-2021,Liverpool,1.0,7.0,8.0,25.495307612095928,185.0,89.02631578947368,2.0,26,DF,90500000
Caoimhin Kelleher,2020-2021,Liverpool,0.0,0.0,0.0,0.0,2.0,90.0,0.0,21,GK,700000
Curtis Jones,2020-2021,Liverpool,1.0,1.0,2.0,47.60400210637177,59.0,49.125,2.0,19,MF,1600000
Diogo Jota,2020-2021,Liverpool,9.0,0.0,9.0,56.44916540212442,29.0,58.526315789473685,2.0,23,FW,33500000
Divock Origi,2020-2021,Liverpool,0.0,0.0,0.0,28.651685393258425,11.0,20.666666666666668,0.0,25,FW,15500000
Fabinho,2020-2021,Liverpool,0.0,0.0,0.0,11.422845691382763,196.0,85.56666666666666,6.0,26,"DF,MF",88500000
Georginio Wijnaldum,2020-2021,Liverpool,1.0,0.0,1.0,29.49130714745653,85.0,77.39473684210526,1.0,29,MF,52500000
James Milner,2020-2021,Liverpool,0.0,0.0,0.0,24.79201331114809,86.0,41.15384615384615,3.0,34,"MF,DF",9500000
Joe Gomez,2020-2021,Liverpool,0.0,0.0,0.0,0.0,39.0,84.28571428571429,0.0,23,DF,49500000
Joel Matip,2020-2021,Liverpool,1.0,2.0,3.0,40.0,49.0,69.1,2.0,28,DF,34500000
Jordan Henderson,2020-2021,Liverpool,0.0,0.0,0.0,28.377412437455323,100.0,81.14285714285714,0.0,30,"MF,DF",57000000
Mohamed Salah,2020-2021,Liverpool,21.0,5.0,26.0,38.46217927357547,39.0,83.1891891891892,0.0,28,FW,120500000
Naby Keita,2020-2021,Liverpool,0.0,0.0,0.0,22.43093922651933,36.0,52.0,1.0,25,MF,35500000
Nathaniel Phillips,2020-2021,Liverpool,0.0,0.0,0.0,12.873258128732582,140.0,85.6470588235294,2.0,23,DF,2200000
Neco Williams,2020-2021,Liverpool,0.0,0.0,0.0,0.0,21.0,41.5,1.0,19,DF,2500000
Roberto Firmino,2020-2021,Liverpool,9.0,6.0,15.0,38.411395461129885,98.0,78.83333333333333,2.0,28,FW,81500000
Sadio Mane,2020-2021,Liverpool,10.0,6.0,16.0,36.21552550314131,104.0,80.28571428571429,3.0,28,FW,120500000
Thiago Alcantara,2020-2021,Liverpool,1.0,0.0,1.0,22.41379310344828,131.0,77.25,4.0,29,MF,52500000
Trent Alexander-Arnold,2020-2021,Liverpool,2.0,7.0,9.0,22.082650646277084,179.0,84.19444444444444,2.0,21,DF,114000000
Virgil van Dijk,2020-2021,Liverpool,0.0,0.0,0.0,50.50251256281406,17.0,74.0,1.0,29,DF,113000000
Xherdan Shaqiri,2020-2021,Liverpool,0.0,1.0,1.0,0.0,13.0,39.71428571428572,2.0,28,"MF,FW",26000000
Aymeric Laporte,2020-2021,Manchester City,0.0,0.0,0.0,17.449664429530202,64.0,84.0,1.0,26,DF,92500000
Benjamin Mendy,2020-2021,Manchester City,2.0,0.0,2.0,33.27814569536424,44.0,73.3076923076923,2.0,26,DF,31500000
Bernardo Silva,2020-2021,Manchester City,2.0,5.0,7.0,46.70722977809592,68.0,79.42307692307692,5.0,25,"MF,FW",95000000
Ederson,2020-2021,Manchester City,0.0,1.0,1.0,0.0,14.0,90.0,3.0,26,GK,92000000
Eric Garcia,2020-2021,Manchester City,0.0,0.0,0.0,0.0,26.0,63.833333333333336,0.0,19,DF,5000000
Fernandinho,2020-2021,Manchester City,0.0,1.0,1.0,21.72980700500357,82.0,56.57142857142857,6.0,35,MF,11000000
Ferran Torres,2020-2021,Manchester City,6.0,2.0,8.0,38.70967741935484,39.0,54.41666666666666,1.0,20,"FW,MF",56500000
Gabriel Jesus,2020-2021,Manchester City,8.0,3.0,11.0,29.166666666666668,53.0,71.13793103448276,2.0,23,FW,52500000
Ilkay Gundogan,2020-2021,Manchester City,13.0,2.0,15.0,40.24624855713736,67.0,72.46428571428571,1.0,29,MF,35500000
Joao Cancelo,2020-2021,Manchester City,2.0,3.0,5.0,31.36805953062393,165.0,82.10714285714286,8.0,26,"DF,MF",43500000
John Stones,2020-2021,Manchester City,4.0,0.0,4.0,32.82392026578073,118.0,87.86363636363636,3.0,26,DF,24500000
Kevin De Bruyne,2020-2021,Manchester City,5.0,11.0,16.0,31.130728287680125,79.0,79.88,1.0,29,MF,129000000
Kyle Walker,2020-2021,Manchester City,1.0,1.0,2.0,30.38229376257545,90.0,81.08333333333333,1.0,30,DF,46500000
Nathan Ake,2020-2021,Manchester City,0.0,0.0,0.0,32.34323432343235,44.0,79.7,4.0,25,DF,22000000
Oleksandr Zinchenko,2020-2021,Manchester City,0.0,0.0,0.0,24.764299182903837,93.0,73.9,0.0,23,DF,29500000
Phil Foden,2020-2021,Manchester City,9.0,5.0,14.0,44.22310756972112,53.0,57.71428571428572,0.0,20,"FW,MF",38500000
Raheem Sterling,2020-2021,Manchester City,9.0,7.0,16.0,40.41105804023737,55.0,81.80645161290323,4.0,25,FW,114500000
Riyad Mahrez,2020-2021,Manchester City,9.0,6.0,15.0,38.05020632737276,51.0,72.18518518518519,0.0,29,FW,53000000
Rodri,2020-2021,Manchester City,2.0,2.0,4.0,22.562449637389207,221.38,67.04081632653062,7.18,24,MF,66500000
Sergio Aguero,2020-2021,Manchester City,3.0,0.0,3.0,58.74043555032373,8.0,46.583333333333336,0.0,32,FW,83500000
Takumi Minamino,2020-2021,Southampton,2.0,0.0,2.0,30.8982683982684,46.78,52.8421052631579,1.42,25,MF,14000000
Theo Walcott,2020-2021,Southampton,3.0,3.0,6.0,37.88606726149622,58.33,74.13636363636364,0.0,31,"MF,FW",6000000
Aaron Ramsdale,2021-2022,Arsenal,0.0,0.0,0.0,0.0,28.0,90.0,1.0,23,GK,5000000
Albert Sambi Lokonga,2021-2022,Arsenal,0.0,0.0,0.0,39.64053919121318,59.0,59.68421052631579,5.0,21,MF,7000000
Alexandre Lacazette,2021-2022,Arsenal,3.0,6.0,9.0,28.112636723295324,50.0,59.4,0.0,30,FW,30000000
Ben White,2021-2022,Arsenal,0.0,0.0,0.0,24.324324324324323,230.0,90.0,3.0,23,DF,15500000
Bernd Leno,2021-2022,Arsenal,0.0,0.0,0.0,0.0,2.0,90.0,0.0,29,GK,28000000
Bukayo Saka,2021-2022,Arsenal,10.0,6.0,16.0,30.66315789473684,113.0,78.36842105263158,6.0,19,"FW,MF",45500000
Cedric Soares,2021-2022,Arsenal,0.0,0.0,0.0,8.222591362126247,103.0,70.76190476190476,3.0,29,DF,6500000
Emile Smith Rowe,2021-2022,Arsenal,10.0,1.0,11.0,57.7454180266131,57.0,58.21212121212121,1.0,21,"MF,FW",16500000
Gabriel Magalhaes,2021-2022,Arsenal,5.0,0.0,5.0,41.1764705882353,209.0,87.51428571428572,11.0,23,DF,24000000
Gabriel Martinelli,2021-2022,Arsenal,6.0,6.0,12.0,29.55212204185409,88.0,64.13793103448276,6.0,20,"FW,MF",18000000
Granit Xhaka,2021-2022,Arsenal,1.0,2.0,3.0,18.262806236080177,105.0,86.18518518518519,13.0,28,"MF,DF",15500000
Kieran Tierney,2021-2022,Arsenal,1.0,2.0,3.0,32.863849765258216,110.0,87.04545454545455,0.0,24,DF,31000000
Martin Ødegaard,2021-2022,Arsenal,7.0,4.0,11.0,39.761544284632855,89.0,77.36111111111111,4.0,22,"MF,FW",49000000
Mohamed Elneny,2021-2022,Arsenal,0.0,1.0,1.0,24.719101123595504,50.0,57.57142857142857,1.0,29,MF,9500000
Nicolas Pepe,2021-2022,Arsenal,1.0,2.0,3.0,30.65150852645387,27.0,34.8,0.0,26,"FW,MF",30500000
Nuno Tavares,2021-2022,Arsenal,1.0,1.0,2.0,8.49956634865568,78.0,53.45454545454545,2.0,21,DF,3400000
Rob Holding,2021-2022,Arsenal,1.0,0.0,1.0,25.495049504950494,88.0,56.333333333333336,7.0,25,DF,13000000
Takehiro Tomiyasu,2021-2022,Arsenal,0.0,0.0,0.0,18.66546438232642,145.78,76.77272727272727,2.01,22,DF,12000000
Thomas Partey,2021-2022,Arsenal,2.0,0.0,2.0,20.510483135824977,123.0,84.5,6.0,28,MF,36500000
Anwar El Ghazi,2021-2022,Aston Villa,1.0,1.0,2.0,28.870292887029287,13.3,36.27272727272727,2.05,26,"FW,MF",9000000
Ashley Young,2021-2022,Aston Villa,0.0,1.0,1.0,30.569430569430573,66.0,52.083333333333336,2.0,36,"DF,FW",4300000
