Player,Season,Club,Goals,Assists,Goal_Contribution,Shot_Accuracy,Defensive_Contribution,Minutes_Per_Appearance,Discipline_Score,Age,Position,Market_Value_EUR
Benik Afobe,2017-2018,Bournemouth,0.0,0.0,0.0,37.28179551122195,14.0,35.94117647058823,0.0,24,FW,7500000
Callum Wilson,2017-2018,Bournemouth,7.0,1.0,8.0,35.684647302904565,42.0,70.75,0.0,25,FW,8500000
Charlie Daniels,2017-2018,Bournemouth,1.0,3.0,4.0,29.99001996007984,227.0,85.77142857142857,0.0,30,"DF,MF",4800000
Dan Gosling,2017-2018,Bournemouth,1.0,1.0,2.0,36.26872446663641,146.0,69.53571428571429,8.0,27,MF,4100000
Harry Arter,2017-2018,Bournemouth,0.0,0.0,0.0,8.711433756805807,52.0,73.84615384615384,4.0,27,MF,10000000
Jermain Defoe,2017-2018,Bournemouth,3.0,0.0,3.0,55.59673832468495,27.0,45.333333333333336,1.0,34,FW,8000000
Jordon Ibe,2017-2018,Bournemouth,2.0,5.0,7.0,29.499723093963446,40.0,62.34375,1.0,21,"MF,FW",3600000
Joshua King,2017-2018,Bournemouth,7.0,3.0,10.0,38.88888888888889,77.0,74.33333333333333,3.0,25,"FW,MF",11500000
Junior Stanislas,2017-2018,Bournemouth,5.0,2.0,7.0,43.18801089918256,58.0,67.6842105263158,1.0,27,"MF,FW",4200000
Lewis Cook,2017-2018,Bournemouth,0.0,1.0,1.0,11.09871723368656,160.0,77.13793103448276,5.0,20,MF,4600000
Lys Mousset,2017-2018,Bournemouth,1.0,0.0,1.0,22.911912368781376,26.0,25.91304347826087,1.0,21,"FW,MF",1600000
Marc Pugh,2017-2018,Bournemouth,0.0,0.0,0.0,21.244069583552974,39.0,49.25,2.0,30,"MF,FW",3800000
Nathan Ake,2017-2018,Bournemouth,1.0,2.0,3.0,43.74301675977655,394.0,88.23684210526316,5.0,22,DF,9500000
Ryan Fraser,2017-2018,Bournemouth,4.0,2.0,6.0,39.986715376951175,82.0,77.07692307692308,0.0,23,"MF,DF",5500000
Simon Francis,2017-2018,Bournemouth,0.0,0.0,0.0,6.955177743431222,321.0,84.53125,13.0,32,DF,4400000
Steve Cook,2017-2018,Bournemouth,2.0,0.0,2.0,27.78280542986425,386.0,81.38235294117646,5.0,26,DF,9500000
Tyrone Mings,2017-2018,Bournemouth,0.0,0.0,0.0,0.0,22.0,50.25,1.0,24,DF,2800000
Anthony Knockaert,2017-2018,Brighton,2.0,1.0,3.0,26.304347826086957,107.0,73.36363636363636,7.0,25,"MF,FW",9500000
Beram Kayal,2017-2018,Brighton,0.0,0.0,0.0,25.125628140703515,50.0,39.21052631578947,2.0,29,MF,3800000
Bruno,2017-2018,Brighton,0.0,0.0,0.0,44.55445544554456,161.0,80.64,3.0,36,DF,450000
Connor Goldson,2017-2018,Brighton,0.0,0.0,0.0,33.33333333333333,15.0,66.66666666666667,1.0,24,DF,2100000
Dale Stephens,2017-2018,Brighton,0.0,2.0,2.0,11.320754716981131,289.0,90.0,6.0,28,MF,5500000
Davy Propper,2017-2018,Brighton,0.0,4.0,4.0,13.466334164588527,248.0,89.11428571428571,5.0,25,MF,11000000
Ezequiel Schelotto,2017-2018,Brighton,0.0,0.0,0.0,34.0567612687813,104.0,65.9,3.0,28,DF,5500000
Gaetan Bong,2017-2018,Brighton,0.0,0.0,0.0,24.93702770780856,184.0,89.44,2.0,29,DF,2400000
Glenn Murray,2017-2018,Brighton,11.0,0.0,11.0,40.41197706519431,66.0,62.62857142857143,9.0,33,FW,2500000
Jose Izquierdo,2017-2018,Brighton,5.0,3.0,8.0,30.932203389830505,79.0,62.0,2.0,25,"MF,FW",13000000
Lewis Dunk,2017-2018,Brighton,1.0,1.0,2.0,29.577464788732392,441.0,90.0,7.0,25,DF,7500000
Markus Suttner,2017-2018,Brighton,0.0,0.0,0.0,0.0,102.0,84.21428571428571,0.0,30,DF,2900000
Mathew Ryan,2017-2018,Brighton,0.0,0.0,0.0,0.0,13.0,90.0,0.0,25,GK,8000000
Pascal Groß,2017-2018,Brighton,7.0,8.0,15.0,43.939393939393945,101.0,77.05263157894737,2.0,26,"FW,MF",9000000
Shane Duffy,2017-2018,Brighton,0.0,1.0,1.0,14.300922640170336,479.0,88.97297297297297,8.0,25,DF,6500000
Solly March,2017-2018,Brighton,1.0,1.0,2.0,32.33404710920771,143.0,51.41666666666666,3.0,23,"MF,FW",3600000
Tomer Hemed,2017-2018,Brighton,1.0,1.0,2.0,41.13475177304964,31.0,53.0625,0.0,30,FW,3000000
Aaron Lennon,2017-2018,Burnley,0.0,3.0,3.0,39.48747815958066,112.83,65.89655172413794,3.42,30,MF,8500000
Ashley Barnes,2017-2018,Burnley,8.0,0.0,8.0,36.54390934844193,68.0,60.138888888888886,10.0,27,FW,6000000
Ashley Westwood,2017-2018,Burnley,0.0,0.0,0.0,12.25,65.0,58.47368421052632,2.0,27,MF,4500000
Ben Mee,2017-2018,Burnley,0.0,0.0,0.0,27.906976744186046,334.0,90.0,5.0,27,DF,10000000
Charlie Taylor,2017-2018,Burnley,0.0,0.0,0.0,0.0,96.0,86.36363636363636,3.0,23,DF,4700000
Chris Wood,2017-2018,Burnley,9.0,1.0,10.0,61.57407407407407,35.0,67.66666666666667,1.0,25,FW,8500000
Georges-Kevin N'Koudou,2017-2018,Burnley,0.0,0.0,0.0,0.0,13.0,25.444444444444443,1.0,22,"MF,FW",12000000
Jack Cork,2017-2018,Burnley,1.0,1.0,2.0,33.333333333333336,223.0,90.0,7.0,28,MF,9500000
James Tarkowski,2017-2018,Burnley,0.0,0.0,0.0,22.41379310344828,374.0,90.0,5.0,24,DF,4500000
Jeff Hendrick,2017-2018,Burnley,2.0,2.0,4.0,23.726114649681527,56.0,68.55882352941177,1.0,25,"FW,MF",8500000
Johann Berg Guðmundsson,2017-2018,Burnley,1.0,7.0,8.0,33.13030638612034,141.0,80.94285714285714,2.0,26,MF,4700000
Kevin Long,2017-2018,Burnley,0.0,1.0,1.0,19.35483870967742,205.0,90.0,1.0,26,DF,1800000
Matthew Lowton,2017-2018,Burnley,0.0,3.0,3.0,25.0,270.0,88.26923076923077,1.0,28,DF,6000000
Nick Pope,2017-2018,Burnley,0.0,0.0,0.0,0.0,21.0,89.0,3.0,25,GK,875000
Phil Bardsley,2017-2018,Burnley,0.0,0.0,0.0,100.0,138.0,86.53846153846153,5.0,32,DF,1700000
Robbie Brady,2017-2018,Burnley,0.0,1.0,1.0,24.83333333333333,85.0,85.13333333333334,3.0,25,MF,9500000
Sam Vokes,2017-2018,Burnley,4.0,1.0,5.0,24.15356711003628,27.0,33.266666666666666,3.0,27,FW,9000000
Scott Arfield,2017-2018,Burnley,2.0,1.0,3.0,38.53820598006645,93.0,74.05555555555556,3.0,28,"MF,FW",4000000
Stephen Ward,2017-2018,Burnley,1.0,1.0,2.0,18.136439267886857,234.0,87.85714285714286,1.0,31,DF,4400000
Steven Defour,2017-2018,Burnley,1.0,1.0,2.0,37.19224724986904,139.0,83.20833333333333,6.0,29,MF,10000000
Tom Heaton,2017-2018,Burnley,0.0,0.0,0.0,0.0,0.0,76.25,0.0,31,GK,11000000
Alvaro Morata,2017-2018,Chelsea,10.0,5.0,15.0,42.89873417721519,56.0,66.48387096774194,7.0,24,FW,41000000
Andreas Christensen,2017-2018,Chelsea,0.0,0.0,0.0,7.711442786069651,199.0,77.25925925925925,0.0,21,DF,22500000
Antonio Rudiger,2017-2018,Chelsea,2.0,1.0,3.0,25.86206896551724,199.0,86.5925925925926,4.0,24,DF,24500000
Cesar Azpilicueta,2017-2018,Chelsea,1.0,5.0,6.0,22.857142857142858,317.0,90.0,1.0,27,DF,37500000
Cesc Fabregas,2017-2018,Chelsea,2.0,4.0,6.0,26.33940353655318,141.0,72.0625,12.0,30,MF,41000000
Danny Drinkwater,2017-2018,Chelsea,1.0,0.0,1.0,33.388704318936874,40.0,43.91666666666666,0.0,27,MF,14000000
David Luiz,2017-2018,Chelsea,1.0,0.0,1.0,36.46308113035551,96.0,84.0,7.0,30,"DF,MF",33000000
Davide Zappacosta,2017-2018,Chelsea,1.0,1.0,2.0,36.09684519442406,75.21000000000001,49.75,0.0,25,"DF,MF",13000000
Eden Hazard,2017-2018,Chelsea,12.0,4.0,16.0,49.21580017426663,20.0,71.23529411764706,2.0,26,"FW,MF",90500000
Gary Cahill,2017-2018,Chelsea,0.0,0.0,0.0,30.260521042084164,204.0,77.25925925925925,4.0,31,DF,21000000
Marcos Alonso,2017-2018,Chelsea,6.0,1.0,7.0,33.65650969529086,210.0,86.51515151515152,6.0,26,"DF,MF",17500000
N'Golo Kante,2017-2018,Chelsea,1.0,1.0,2.0,19.975980784627705,267.0,88.05882352941177,3.0,26,MF,52500000
Olivier Giroud,2017-2018,Chelsea,4.0,1.0,5.0,26.5970515970516,16.32,34.51724137931034,0.0,30,FW,21500000
Pedro,2017-2018,Chelsea,4.0,2.0,6.0,35.64533428673579,53.0,49.12903225806452,1.0,30,"MF,FW",30500000
Thibaut Courtois,2017-2018,Chelsea,0.0,0.0,0.0,0.0,8.0,90.0,2.0,25,GK,59000000
Tiemoue Bakayoko,2017-2018,Chelsea,1.0,1.0,2.0,20.11033099297893,162.0,73.3103448275862,8.0,22,MF,26000000
Victor Moses,2017-2018,Chelsea,3.0,3.0,6.0,31.54574132492114,120.0,75.35714285714286,3.0,26,"DF,MF",12500000
Willian,2017-2018,Chelsea,6.0,6.0,12.0,43.65079365079365,55.0,52.5,1.0,28,"MF,FW",31500000
Willy Caballero,2017-2018,Chelsea,0.0,0.0,0.0,0.0,3.0,90.0,0.0,35,GK,3000000
Aaron Wan-Bissaka,2017-2018,Crystal Palace,0.0,0.0,0.0,0.0,108.0,89.57142857142857,1.0,19,DF,170000
Andros Townsend,2017-2018,Crystal Palace,2.0,6.0,8.0,22.347448075994205,172.0,86.66666666666667,3.0,26,"FW,MF",12500000
Bakary Sako,2017-2018,Crystal Palace,2.0,0.0,2.0,35.318396226415096,12.0,29.875,0.0,29,"FW,MF",3000000
Christian Benteke,2017-2018,Crystal Palace,2.0,4.0,6.0,29.17959324370906,73.0,72.25806451612904,6.0,26,FW,22000000
Jairo Riedewald,2017-2018,Crystal Palace,0.0,0.0,0.0,0.0,43.0,36.833333333333336,0.0,20,"MF,DF",7000000
James McArthur,2017-2018,Crystal Palace,5.0,1.0,6.0,33.333333333333336,177.0,73.66666666666667,5.0,29,MF,6500000
James Tomkins,2017-2018,Crystal Palace,2.0,0.0,2.0,34.47528187337381,350.0,85.25,8.0,28,DF,7000000
Jason Puncheon,2017-2018,Crystal Palace,0.0,0.0,0.0,20.301507537688444,25.0,57.1,5.0,31,MF,4800000
Jeffrey Schlupp,2017-2018,Crystal Palace,0.0,0.0,0.0,12.985274431057563,182.0,72.70833333333333,3.0,24,"DF,MF",2600000
Joel Ward,2017-2018,Crystal Palace,0.0,1.0,1.0,21.35728542914172,166.0,84.89473684210526,4.0,27,DF,6000000
Julian Speroni,2017-2018,Crystal Palace,0.0,0.0,0.0,0.0,5.0,90.0,0.0,38,GK,160000
Luka Milivojevic,2017-2018,Crystal Palace,9.0,1.0,10.0,26.25516834022445,287.0,85.55555555555556,8.0,26,MF,9500000
Mamadou Sakho,2017-2018,Crystal Palace,1.0,1.0,2.0,35.31353135313532,171.0,84.21052631578948,1.0,27,DF,17000000
Martin Kelly,2017-2018,Crystal Palace,0.0,0.0,0.0,39.6039603960396,111.0,79.66666666666667,1.0,27,DF,3700000
Patrick van Aanholt,2017-2018,Crystal Palace,5.0,0.0,5.0,33.10136157337368,182.0,78.0,7.0,26,DF,6500000
Ruben Loftus-Cheek,2017-2018,Crystal Palace,2.0,2.0,4.0,22.073056509522324,93.0,78.08333333333333,1.0,21,MF,2300000
Scott Dann,2017-2018,Crystal Palace,0.0,0.0,0.0,21.035940803382665,148.0,84.41176470588235,4.0,30,DF,7500000
Timothy Fosu-Mensah,2017-2018,Crystal Palace,0.0,0.0,0.0,0.0,164.0,76.0,2.0,19,DF,8500000
Wayne Hennessey,2017-2018,Crystal Palace,0.0,0.0,0.0,0.0,8.0,90.0,1.0,30,GK,3600000
Wilfried Zaha,2017-2018,Crystal Palace,9.0,3.0,12.0,40.71294559099437,65.0,87.89655172413794,5.0,24,"FW,MF",22500000
Yohan Cabaye,2017-2018,Crystal Palace,0.0,1.0,1.0,29.168858495528667,225.0,76.64516129032258,7.0,31,MF,11000000
Ashley Williams,2017-2018,Everton,1.0,0.0,1.0,23.43032159264931,263.0,76.41666666666667,6.0,32,DF,12500000
Davy Klaassen,2017-2018,Everton,0.0,0.0,0.0,100.0,8.0,35.857142857142854,0.0,24,"MF,FW",27500000
Dominic Calvert-Lewin,2017-2018,Everton,3.0,6.0,9.0,37.37514518002323,61.0,58.8125,4.0,20,FW,1200000
Gylfi Sigurðsson,2017-2018,Everton,4.0,3.0,7.0,30.97686375321337,145.0,83.66666666666667,2.0,27,"MF,FW",23000000
Idrissa Gana Gueye,2017-2018,Everton,2.0,0.0,2.0,30.67538126361656,286.0,83.33333333333333,14.0,27,MF,24500000
James McCarthy,2017-2018,Everton,0.0,0.0,0.0,0.0,26.0,51.25,0.0,26,MF,15500000
Jonjoe Kenny,2017-2018,Everton,0.0,1.0,1.0,35.21594684385382,181.0,83.6842105263158,2.0,20,DF,200000
Jordan Pickford,2017-2018,Everton,0.0,0.0,0.0,0.0,28.0,90.0,0.0,23,GK,10000000
Leighton Baines,2017-2018,Everton,1.0,2.0,3.0,37.52455795677799,124.0,86.77272727272727,1.0,32,DF,12500000
Mason Holgate,2017-2018,Everton,0.0,0.0,0.0,17.462932454695224,144.0,78.93333333333334,3.0,20,DF,1500000
Michael Keane,2017-2018,Everton,0.0,1.0,1.0,7.574750830564783,339.0,85.33333333333333,3.0,24,DF,21000000
Morgan Schneiderlin,2017-2018,Everton,0.0,0.0,0.0,0.0,196.0,71.0,9.0,27,MF,25500000
Nikola Vlasic,2017-2018,Everton,0.0,0.0,0.0,20.44088176352705,42.0,48.0,0.0,19,"MF,FW",1600000
Oumar Niasse,2017-2018,Everton,7.0,2.0,9.0,48.69025114771807,21.0,49.40909090909091,2.0,27,FW,7000000
Phil Jagielka,2017-2018,Everton,0.0,0.0,0.0,29.01408450704225,281.0,82.6,2.0,34,DF,4500000
Seamus Coleman,2017-2018,Everton,0.0,1.0,1.0,39.67611336032388,69.0,86.25,0.0,28,DF,14000000
Theo Walcott,2017-2018,Everton,3.0,3.0,6.0,41.87779433681073,59.5,61.05,2.12,28,FW,15000000
Tom Davies,2017-2018,Everton,1.0,1.0,2.0,14.121589277166107,94.0,57.57575757575758,7.0,19,MF,7000000
Wayne Rooney,2017-2018,Everton,10.0,2.0,12.0,28.39221710189452,112.0,73.16129032258064,5.0,31,"MF,FW",15500000
Yannick Bolasie,2017-2018,Everton,1.0,0.0,1.0,36.80628272251309,25.0,53.1875,0.0,28,FW,10500000
Adam Lallana,2017-2018,Liverpool,0.0,0.0,0.0,0.0,8.0,20.33333333333333,1.0,29,"MF,FW",25000000
Alberto Moreno,2017-2018,Liverpool,0.0,0.0,0.0,16.444073455759597,110.0,79.125,1.0,25,DF,8000000
Alex Oxlade-Chamberlain,2017-2018,Liverpool,3.0,8.0,11.0,39.29864253393665,104.63,49.54285714285714,3.49,23,"MF,FW",20000000
Andrew Robertson,2017-2018,Liverpool,1.0,4.0,5.0,16.03305785123967,135.0,88.18181818181819,2.0,23,DF,8000000
Daniel Sturridge,2017-2018,Liverpool,2.0,1.0,3.0,38.050784167289024,2.54,36.6,0.0,27,FW,23500000
Danny Ings,2017-2018,Liverpool,1.0,0.0,1.0,62.5925925925926,12.0,33.375,0.0,25,FW,10000000
Dejan Lovren,2017-2018,Liverpool,1.0,0.0,1.0,28.807471264367813,236.0,73.34482758620689,4.0,28,DF,17500000
Dominic Solanke,2017-2018,Liverpool,0.0,0.0,0.0,31.948881789137378,23.0,28.38095238095238,0.0,19,FW,3800000
Emre Can,2017-2018,Liverpool,3.0,3.0,6.0,29.31995540691193,164.0,80.42307692307692,8.0,23,MF,19500000
Georginio Wijnaldum,2017-2018,Liverpool,1.0,2.0,3.0,23.77936130905252,99.0,72.33333333333333,1.0,26,MF,27000000
James Milner,2017-2018,Liverpool,0.0,2.0,2.0,23.5632183908046,135.0,55.46875,3.0,31,MF,9500000
Joe Gomez,2017-2018,Liverpool,0.0,1.0,1.0,0.0,168.0,82.69565217391305,3.0,20,DF,2800000
Joel Matip,2017-2018,Liverpool,1.0,0.0,1.0,18.01801801801802,197.0,79.88,3.0,25,DF,26500000
Jordan Henderson,2017-2018,Liverpool,0.0,0.0,0.0,19.344042838018744,142.0,80.4074074074074,1.0,27,MF,21500000
Loris Karius,2017-2018,Liverpool,0.0,0.0,0.0,0.0,5.0,90.0,1.0,24,GK,14000000
Mohamed Salah,2017-2018,Liverpool,31.0,10.0,41.0,44.99718547706164,32.0,80.75,1.0,25,FW,32500000
Ragnar Klavan,2017-2018,Liverpool,0.0,0.0,0.0,100.0,125.0,76.36842105263158,0.0,31,DF,7000000
Roberto Firmino,2017-2018,Liverpool,15.0,7.0,22.0,43.33453975147786,133.0,74.67567567567568,1.0,25,FW,34000000
Sadio Mane,2017-2018,Liverpool,9.0,7.0,16.0,37.15347242069163,65.0,75.51724137931035,6.0,25,FW,39000000
Simon Mignolet,2017-2018,Liverpool,0.0,0.0,0.0,0.0,7.0,90.0,3.0,29,GK,12000000
Trent Alexander-Arnold,2017-2018,Liverpool,1.0,1.0,2.0,41.97019867549669,131.0,82.78947368421052,3.0,18,DF,1900000
Benjamin Mendy,2017-2018,Manchester City,0.0,1.0,1.0,20.161290322580648,27.0,51.85714285714285,2.0,23,"DF,FW",13000000
Bernardo Silva,2017-2018,Manchester City,5.0,3.0,8.0,55.78231292517008,66.0,43.8,0.0,22,"FW,MF",43500000
Claudio Bravo,2017-2018,Manchester City,0.0,0.0,0.0,0.0,0.0,75.33333333333333,0.0,34,GK,9000000
Danilo,2017-2018,Manchester City,3.0,1.0,4.0,37.00787401574803,110.0,58.65217391304348,2.0,26,DF,10500000
David Silva,2017-2018,Manchester City,8.0,11.0,19.0,37.0,85.0,83.79310344827586,5.0,31,MF,44000000
Ederson,2017-2018,Manchester City,0.0,0.0,0.0,0.0,17.0,88.72222222222223,1.0,23,GK,26000000
Eliaquim Mangala,2017-2018,Manchester City,0.0,0.0,0.0,0.0,44.73,56.54545454545455,0.0,26,DF,11000000
Fabian Delph,2017-2018,Manchester City,0.0,1.0,1.0,30.776892430278885,134.0,79.13636363636364,2.0,27,DF,10000000
Fernandinho,2017-2018,Manchester City,5.0,2.0,7.0,40.13605442176871,215.0,84.73529411764706,7.0,32,MF,12500000
Gabriel Jesus,2017-2018,Manchester City,12.0,2.0,14.0,55.66493313521544,53.0,57.51724137931034,6.0,20,FW,31000000
Ilkay Gundogan,2017-2018,Manchester City,4.0,1.0,5.0,29.203280609256005,69.0,50.56666666666667,3.0,26,MF,46000000
John Stones,2017-2018,Manchester City,0.0,0.0,0.0,36.84210526315789,86.0,72.33333333333333,0.0,23,DF,14500000
Kevin De Bruyne,2017-2018,Manchester City,7.0,16.0,23.0,41.908355795148246,146.0,83.05405405405405,2.0,26,MF,83000000
Kyle Walker,2017-2018,Manchester City,0.0,5.0,5.0,7.16486902927581,172.0,87.0,10.0,27,DF,24000000
Leroy Sane,2017-2018,Manchester City,9.0,15.0,24.0,33.49114501139751,68.0,75.59375,4.0,21,FW,34000000
Nicolas Otamendi,2017-2018,Manchester City,3.0,0.0,3.0,30.927835051546392,256.0,87.26470588235294,9.0,29,DF,20000000
Oleksandr Zinchenko,2017-2018,Manchester City,0.0,0.0,0.0,40.0398406374502,39.0,66.5,1.0,20,DF,5000000
Raheem Sterling,2017-2018,Manchester City,18.0,10.0,28.0,38.45705628714602,61.0,78.36363636363636,11.0,22,FW,29500000
Sergio Aguero,2017-2018,Manchester City,20.0,6.0,26.0,42.13040097745196,30.0,78.52,2.0,29,FW,66500000
Vincent Kompany,2017-2018,Manchester City,0.0,0.0,0.0,22.46941045606229,119.0,82.0,6.0,31,DF,26000000
Yaya Toure,2017-2018,Manchester City,0.0,1.0,1.0,19.919517102615693,14.0,23.6,1.0,34,MF,12500000
Moritz Bauer,2017-2018,Stoke City,0.0,0.0,0.0,33.55263157894737,93.0,87.06666666666666,4.0,25,"DF,MF",1900000
Andre Ayew,2017-2018,Swansea City,0.0,3.0,3.0,53.64789849325932,79.29,61.5,5.8,27,"MF,FW",13000000
Aaron Ramsey,2018-2019,Arsenal,4.0,6.0,10.0,39.45454545454545,53.0,47.535714285714285,0.0,27,MF,25000000
Ainsley Maitland-Niles,2018-2019,Arsenal,0.0,0.0,0.0,58.69565217391305,89.0,61.6875,5.0,20,DF,4500000
Alex Iwobi,2018-2019,Arsenal,3.0,5.0,8.0,40.01141552511415,74.0,56.285714285714285,0.0,22,"FW,MF",11500000
Alexandre Lacazette,2018-2019,Arsenal,13.0,8.0,21.0,34.70951792336217,108.0,71.48571428571428,2.0,27,FW,36500000
Bernd Leno,2018-2019,Arsenal,0.0,0.0,0.0,0.0,20.0,88.625,0.0,26,GK,27000000
Granit Xhaka,2018-2019,Arsenal,3.0,1.0,4.0,38.46419923901764,179.0,86.13793103448276,10.0,25,"MF,DF",22000000
Hector Bellerin,2018-2019,Arsenal,0.0,4.0,4.0,21.69811320754717,89.0,80.6842105263158,3.0,23,DF,16500000
Henrikh Mkhitaryan,2018-2019,Arsenal,6.0,4.0,10.0,28.61519607843137,91.0,65.64,1.0,29,"FW,MF",30500000
Laurent Koscielny,2018-2019,Arsenal,2.0,0.0,2.0,79.52286282306163,141.0,78.29411764705883,1.0,32,DF,12500000
Lucas Torreira,2018-2019,Arsenal,2.0,2.0,4.0,24.48815736651947,173.0,70.05882352941177,10.0,22,MF,14500000
Matteo Guendouzi,2018-2019,Arsenal,0.0,0.0,0.0,25.35915053091817,126.0,65.12121212121212,9.0,19,MF,1300000
Mesut Ozil,2018-2019,Arsenal,5.0,1.0,6.0,54.36363636363637,31.0,72.29166666666667,2.0,29,"MF,FW",43500000
Mohamed Elneny,2018-2019,Arsenal,0.0,0.0,0.0,0.0,30.0,47.5,0.0,26,MF,11500000
Nacho Monreal,2018-2019,Arsenal,1.0,3.0,4.0,55.82386363636363,156.0,84.5909090909091,5.0,32,DF,8000000
Petr Cech,2018-2019,Arsenal,0.0,0.0,0.0,0.0,6.0,83.42857142857143,0.0,36,GK,3000000
Pierre-Emerick Aubameyang,2018-2019,Arsenal,22.0,5.0,27.0,38.10058374494836,77.0,75.72222222222223,0.0,29,FW,50500000
Rob Holding,2018-2019,Arsenal,0.0,0.0,0.0,0.0,72.0,80.7,1.0,22,DF,7500000
Sead Kolasinac,2018-2019,Arsenal,0.0,5.0,5.0,23.25581395348837,94.0,78.625,5.0,25,"DF,MF",15500000
Shkodran Mustafi,2018-2019,Arsenal,2.0,0.0,2.0,45.16129032258064,322.0,84.2258064516129,9.0,26,DF,22500000
Sokratis Papastathopoulos,2018-2019,Arsenal,0.0,1.0,1.0,8.925318761384334,214.0,87.92,12.0,30,DF,23000000
Stephan Lichtsteiner,2018-2019,Arsenal,0.0,0.0,0.0,0.0,60.0,67.0,3.0,34,DF,4200000
Adam Smith,2018-2019,Bournemouth,0.0,0.0,0.0,13.333333333333334,171.0,82.64,8.0,27,"DF,MF",5500000
Andrew Surman,2018-2019,Bournemouth,0.0,0.0,0.0,10.714285714285712,75.0,79.94444444444444,2.0,31,MF,6500000
Artur Boruc,2018-2019,Bournemouth,0.0,0.0,0.0,0.0,2.0,90.0,2.0,38,GK,450000
Asmir Begovic,2018-2019,Bournemouth,0.0,0.0,0.0,0.0,17.0,90.0,0.0,31,GK,7500000
Callum Wilson,2018-2019,Bournemouth,14.0,8.0,22.0,42.8662217985383,43.0,84.26666666666667,3.0,26,FW,12500000
Charlie Daniels,2018-2019,Bournemouth,1.0,0.0,1.0,24.979114452798665,115.0,75.47619047619048,4.0,31,DF,4400000
Chris Mepham,2018-2019,Bournemouth,0.0,1.0,1.0,0.0,92.0,65.38461538461539,1.0,20,DF,1400000
Dan Gosling,2018-2019,Bournemouth,1.0,0.0,1.0,33.032319391634985,156.0,69.56,8.0,28,MF,4000000
David Brooks,2018-2019,Bournemouth,7.0,5.0,12.0,49.08335370325104,125.0,75.36666666666666,3.0,21,"MF,FW",2000000
Diego Rico,2018-2019,Bournemouth,0.0,0.0,0.0,0.0,61.0,51.0,1.0,25,"DF,MF",8000000
Dominic Solanke,2018-2019,Bournemouth,0.0,1.0,1.0,27.33812949640288,23.0,34.7,0.0,20,"FW,MF",3900000
Jefferson Lerma,2018-2019,Bournemouth,1.0,0.0,1.0,26.117952041477643,222.0,83.53333333333333,12.0,23,MF,14500000
Jordon Ibe,2018-2019,Bournemouth,0.0,0.0,0.0,33.370044052863435,16.0,41.94736842105263,1.0,22,"MF,DF",7500000
Joshua King,2018-2019,Bournemouth,11.0,2.0,13.0,27.370331165885386,79.0,84.6,3.0,26,"FW,MF",12500000
Junior Stanislas,2018-2019,Bournemouth,1.0,2.0,3.0,27.445652173913043,37.0,44.82608695652174,1.0,28,"MF,FW",6500000
Lewis Cook,2018-2019,Bournemouth,0.0,0.0,0.0,0.0,36.0,55.61538461538461,2.0,21,MF,12500000
Lys Mousset,2018-2019,Bournemouth,0.0,0.0,0.0,58.368026644462944,10.0,15.333333333333334,1.0,22,FW,2400000
Nathan Ake,2018-2019,Bournemouth,4.0,0.0,4.0,31.827269092363053,390.0,89.76315789473684,3.0,23,DF,14500000
Nathaniel Clyne,2018-2019,Bournemouth,0.0,1.0,1.0,0.0,103.98,69.66666666666667,2.19,27,DF,13500000
Ryan Fraser,2018-2019,Bournemouth,7.0,14.0,21.0,48.96159874608151,97.0,83.3157894736842,2.0,24,"MF,FW",8500000
Simon Francis,2018-2019,Bournemouth,0.0,2.0,2.0,31.8936877076412,132.0,72.29411764705883,1.0,33,DF,2700000
Steve Cook,2018-2019,Bournemouth,0.0,0.0,0.0,42.64705882352941,324.0,89.87096774193549,3.0,27,DF,7500000
Alireza Jahanbakhsh,2018-2019,Brighton,0.0,0.0,0.0,28.660287081339717,63.0,53.68421052631579,2.0,24,"FW,MF",13000000
Anthony Knockaert,2018-2019,Brighton,2.0,5.0,7.0,33.34571110285927,86.0,61.23333333333333,7.0,26,"MF,FW",8000000
Beram Kayal,2018-2019,Brighton,1.0,1.0,2.0,39.67935871743487,85.0,52.22222222222222,4.0,30,MF,2900000
Bernardo,2018-2019,Brighton,0.0,0.0,0.0,36.54568210262829,210.0,79.63636363636364,4.0,23,DF,7500000
Bruno,2018-2019,Brighton,0.0,1.0,1.0,0.0,73.0,80.78571428571429,2.0,37,DF,275000
Dale Stephens,2018-2019,Brighton,1.0,1.0,2.0,9.963768115942033,209.0,82.83333333333333,9.0,29,MF,7500000
David Button,2018-2019,Brighton,0.0,0.0,0.0,0.0,2.0,90.0,0.0,29,GK,600000
Davy Propper,2018-2019,Brighton,1.0,1.0,2.0,13.2,161.0,84.86666666666666,2.0,26,MF,11000000
Florin Andone,2018-2019,Brighton,3.0,0.0,3.0,42.29352972119936,34.0,38.30434782608695,5.0,25,FW,11500000
Gaetan Bong,2018-2019,Brighton,0.0,0.0,0.0,0.0,114.0,82.18181818181819,0.0,30,DF,4100000
Glenn Murray,2018-2019,Brighton,13.0,1.0,14.0,34.08089707649179,56.0,66.0,5.0,34,FW,4100000
Jose Izquierdo,2018-2019,Brighton,0.0,0.0,0.0,19.98663101604278,34.0,53.0,1.0,26,"MF,FW",10500000
Jurgen Locadia,2018-2019,Brighton,2.0,0.0,2.0,33.49388662467581,45.0,47.53846153846154,1.0,24,"FW,MF",10000000
